,id,description,jobflag
2120,2120,"Collaborate closely with business partners, IT Architects, Quality Assurance, Business Analysts and other development staff",3
2121,2121,Mentor junior developers on cloud development.,3
2122,2122,"Work closely with peers, project and product managers to deliver high quality and scalable applications and services.",3
2123,2123,Must be comfortable working in a customer-facing team,3
2124,2124,Ensures software standards are met.,3
2125,2125,Continuously learning and growing new and existing technical skills.,3
2126,2126,Consulting with management on risk mitigation strategies and identifying control solutions,4
2127,2127,Assist junior engineers with escalation items,3
2128,2128,Partner with Finance to ensure revenue reporting and scorecards reflect pricing action,4
2129,2129,Apply knowledge and expertise to consistently and effectively perform complex assignments autonomously and with proficiency,3
2130,2130,Meets or exceeds company sales metrics by gaining profitable business,4
2131,2131,Conduct data analysis exploration to uncover insights and trends.,1
2132,2132,Strong analytical and problem solving skills.,3
2133,2133,Assess the effectiveness and accuracy of current and new data sources and data gathering techniques. Create processes and tools to monitor and analyze model performance and data accuracy. Develop company A/B testing frameworks and test model quality.,1
2134,2134,"Collaborate on shared software code by adhering to good software development practices, version control, and rapid iteration",1
2135,2135,The existing system has several consumer-facing applications.,3
2136,2136,"Collaborates and communicates with internal and outsourced development partners regarding software systems design status, project progress, and issue resolution.",2
2137,2137,"Support users with current maintenance agreements via phone, email and face-to face",4
2138,2138,"Use software tools and scripting languages to design, develop and maintain on-premises and cloud infrastructure and platforms.",3
2139,2139,"Independently and collaboratively explore, develop and deliver solutions to meet the business needs. Undertake data collection, processing and analysis.",1
2140,2140,"Renew or Amend Contracts - evaluate contracts for potential modifications utilizing job aids, legal guidance, and business partner inputs. Provide output to business partners for possible contract notifications, amendments, or renegotiating contracts",4
2141,2141,Perform QA analysis on solutions developed by other statisticians,1
2142,2142,Constantly improve code quality and test coverage.,2
2143,2143,Distill loose ideas into valuable data products,1
2144,2144,Technical discussions and creation of new ideas together with the Deep Learning research team,2
2145,2145,"Work with customers to design Cloud-based technical architectures, migration approaches, and application optimizations that enable business objectives.",3
2146,2146,"Verify that the Python version of the SAS code is equivalent to the SAS version. This involves running both processes, comparing the output, and resolving any differences.",1
