,id,description,jobflag
1829,1829,Participate in build and test automation and other efficiency improvement initiatives,3
1830,1830,Is curious and enthusiastic about new and unfamiliar technologies,2
1831,1831,Ability to network outside of fulfillment operations to share best practices,4
1832,1832,Lead Test case Debug engineer for PCT 5G FDD and TDD FR1 and FR2 based on the roadmap provided by,3
1833,1833,"Thoroughly unit test development components to ensure features, functions and customizations are problem-free with minimal negative impact on members/users and ensuring systems are easily maintainable.",3
1834,1834,Improve literacy in the value and use of data and advanced analytics across the organization by leading successful implementation of data and analytics initiatives across regions and countries,1
1835,1835,Optical Simulation and Design,3
1836,1836,"Identify appropriate algorithms to discover patterns, optimize user experience,",1
1837,1837,"Must understand DQs business practices and the applications/systems that support them Prepare documentation using tools such as Visio, Word and Excel Other duties as assigned Mentor, Create Standards and Implement Process Improvements Mentor less experienced members of the Software Quality Assurance team Suggest, define, and implement new process and testing standards for the team Act as a resource to business stakeholders in their test plan and case development",3
1838,1838,Work on projects that form part of customers transition into the software-defined way of the future.,3
1839,1839,Possess a proven ability to drive business results with their data-based insights and be comfortable working with a wide range of stakeholders and functional teams.,1
1840,1840,Gather requirements and produce quality functional design documentation,4
1841,1841,"Stay up to date with tech, prototype with and learn new technologies, proactive in technology communities",1
1842,1842,"Support the development , update, validation, and documentation of software utilized in the automated testing of printed circuit boards and finished medical devices",3
1843,1843,ability to work independently with minimal supervision,1
1844,1844,Apply problem-solving skills to design and build efficient and reusable abstractions and systems,3
1845,1845,"Understand new data sources and process pipelines, and catalog/document them",1
1846,1846,Keep up to date with latest technology trends,1
1847,1847,Communicate with customers on any issue they have and help understand the root cause through use cases,3
1848,1848,Oversee security and data access best practices,3
1849,1849,"Maintain structural engineering work procedures, specifications and computer aided design programs",3
